comments,keywords
: 容錯很低還有賞金,"[':', ' ', '容錯', '很', '低', '還有', '賞金']"
: JZ這是三小......,"[':', ' ', 'JZ', '這是', '三', '小', '......']"
: 屎滴水又怎麼啦,"[':', ' ', '屎', '滴水', '又', '怎麼', '啦']"
: 單挑挑輸XD,"[':', ' ', '單', '挑挑', '輸', 'XD']"
: stixxay到底是什麼鬼,"[':', ' ', 'stixxay', '到底', '是', '什麼', '鬼']"
: JZ在幹三小,"[':', ' ', 'JZ', '在', '幹三小']"
: JZ..,"[':', ' ', 'JZ', '..']"
: NA團戰,"[':', ' ', 'NA', '團戰']"
: JZ???,"[':', ' ', 'JZ', '?', '?', '?']"
: AD??,"[':', ' ', 'AD', '?', '?']"
: JZ笑死,"[':', ' ', 'JZ', '笑', '死']"
: 這個AD不會按TAB的嗎,"[':', ' ', '這個', 'AD', '不會', '按', 'TAB', '的', '嗎']"
: ad到底怎麼打輸的,"[':', ' ', 'ad', '到底', '怎麼', '打輸', '的']"
: 肯定拚不贏的阿 為啥要上阿,"[':', ' ', '肯定', '拚不贏', '的', '阿', ' ', '為', '啥', '要', '上', '阿']"
: 使低水真的太爛了,"[':', ' ', '使', '低水', '真的', '太爛', '了']"
: 開大的JZ單挑輸…………,"[':', ' ', '開大', '的', 'JZ', '單挑輸', '…', '…', '…', '…']"
: 又在送,"[':', ' ', '又', '在', '送']"
: 刀客拿頭   有機會嗎,"[':', ' ', '刀客', '拿頭', ' ', ' ', ' ', '有', '機會', '嗎']"
: Stixxay C9唯一的神,"[':', ' ', 'Stixxay', ' ', 'C9', '唯一', '的', '神']"
: XD好菜 哈哈哈哈,"[':', ' ', 'XD', '好菜', ' ', '哈哈哈哈']"
: 牙宿好爽 但節力大爆炸,"[':', ' ', '牙宿', '好爽', ' ', '但', '節力', '大', '爆炸']"
: Stixxay真的好爛,"[':', ' ', 'Stixxay', '真的', '好爛']"
: 白癡AD,"[':', ' ', '白', '癡', 'AD']"
: ad超爛  還好其他人carry,"[':', ' ', 'ad', '超爛', ' ', ' ', '還好', '其他人', 'carry']"
: 笑死 垃圾ad,"[':', ' ', '笑', '死', ' ', '垃圾', 'ad']"
: Stix廢到笑,"[':', ' ', 'Stix', '廢到', '笑']"
: ruler 的JZ真的好強,"[':', ' ', 'ruler', ' ', '的', 'JZ', '真的', '好強']"
: 才幾分鐘 jz前期打不贏理所當然欸= =,"[':', ' ', '才', '幾分鐘', ' ', 'jz', '前期', '打', '不', '贏理', '所', '當然', '欸', '=', ' ', '=']"
: stixxay真的是這屆正賽最爛AD,"[':', ' ', 'stixxay', '真的', '是', '這屆', '正賽', '最爛', 'AD']"
: Stixxay爛到誇張,"[':', ' ', 'Stixxay', '爛到', '誇張']"
: Stixxay沒看到自己裝備差多少嗎,"[':', ' ', 'Stixxay', '沒', '看到', '自己', '裝備', '差', '多少', '嗎']"
: C9晉級吧 真的不想看到gg這下路繼續醜,"[':', ' ', 'C9', '晉級', '吧', ' ', '真的', '不想', '看到', 'gg', '這下路', '繼續醜']"
: C9這陣容...DK都被逆轉過 有戲嗎= =,"[':', ' ', 'C9', '這陣容', '...', 'DK', '都', '被', '逆', '轉過', ' ', '有戲', '嗎', '=', ' ', '=']"
: 阿你跑去跟他點 犯病?,"[':', ' ', '阿', '你', '跑', '去', '跟', '他點', ' ', '犯病', '?']"
: 真的很愛裝,"[':', ' ', '真的', '很愛裝']"
: 正賽最爛ad 實至名歸,"[':', ' ', '正賽', '最爛', 'ad', ' ', '實至名', '歸']"
: 犽宿肥給他c也行,"[':', ' ', '犽', '宿', '肥', '給', '他', 'c', '也', '行']"
: AD贏3K,"[':', ' ', 'AD', '贏', '3K']"
: JZ跑去單挑在搞笑,"[':', ' ', 'JZ', '跑', '去', '單', '挑', '在', '搞笑']"
: 上路000，遊戲已經要結束了,"[':', ' ', '上路', '000', '，', '遊戲', '已', '經要', '結束', '了']"
: 要差一件大裝了 還敢上有夠爛,"[':', ' ', '要', '差', '一件', '大裝', '了', ' ', '還敢', '上', '有', '夠爛']"
: 絕食流樹人,"[':', ' ', '絕食', '流樹人']"
: 再多個10分鐘可以試試看啦 但這時間點JZ怎麼打,"[':', ' ', '再多個', '10', '分鐘', '可以', '試試', '看', '啦', ' ', '但', '這時', '間點', 'JZ', '怎麼', '打']"
: 這AD可以安心去當教練了,"[':', ' ', '這', 'AD', '可以', '安心', '去', '當教練', '了']"
: 經濟差太扯,"[':', ' ', '經濟', '差太扯']"
: 太痛拉,"[':', ' ', '太痛', '拉']"
: 這破甲箭超痛,"[':', ' ', '這破甲箭', '超痛']"
: JZ應該是以為隊友會來幫他吧？…是吧？,"[':', ' ', 'JZ', '應該', '是', '以', '為', '隊友會', '來', '幫', '他', '吧', '？', '…', '是', '吧', '？']"
: 黑甲真的流氓,"[':', ' ', '黑甲', '真的', '流氓']"
: NA都要看放ID，看到GG的AD ID就知道要爆開,"[':', ' ', 'NA', '都', '要', '看放', 'ID', '，', '看到', 'GG', '的', 'AD', ' ', 'ID', '就', '知道', '要', '爆開']"
: 唯一有頭的牙速這樣送喔,"[':', ' ', '唯一', '有頭', '的', '牙速', '這樣', '送', '喔']"
: GG囉 這要逆轉太難,"[':', ' ', 'GG', '囉', ' ', '這要', '逆', '轉太難']"
: all in卡桑蒂= =?,"[':', ' ', 'all', ' ', 'in', '卡桑', '蒂', '=', ' ', '=', '?']"
: 13分鐘9k,"[':', ' ', '13', '分鐘', '9k']"
: 快結束吧 好醜阿GG,"[':', ' ', '快', '結束', '吧', ' ', '好醜', '阿', 'GG']"
: 上路坐牢局,"[':', ' ', '上路', '坐牢', '局']"
: 被當電腦打,"[':', ' ', '被', '當電腦', '打']"
: 經濟差太多啦,"[':', ' ', '經濟', '差太多', '啦']"
: 這次已經看過好幾次ALLIN黑人  有夠白癡,"[':', ' ', '這次', '已經', '看過', '好', '幾次', 'ALLIN', '黑人', ' ', ' ', '有夠', '白', '癡']"
: 現在才13分鐘喔,"[':', ' ', '現在', '才', '13', '分鐘', '喔']"
: 冰拳黑人 然後對面一堆破產ad裝 真的打不死,"[':', ' ', '冰拳', '黑人', ' ', '然後對面', '一堆', '破產', 'ad', '裝', ' ', '真的', '打不死']"
: 我不要看到jc+豹女這種幹組合贏遊戲啊,"[':', ' ', '我', '不要', '看到', 'jc', '+', '豹女', '這種', '幹', '組合', '贏遊戲', '啊']"
: 你以為還是上一把的裝備嗎,"[':', ' ', '你', '以', '為', '還是', '上', '一把', '的', '裝備', '嗎']"
: 到底為啥不給stixxay選混子啊,"[':', ' ', '到底', '為', '啥', '不給', 'stixxay', '選', '混子', '啊']"
: 開其他隻隨便贏耶= =,"[':', ' ', '開', '其他', '隻', '隨便', '贏耶', '=', ' ', '=']"
: JZ輸50隻兵是怎麼辦到的,"[':', ' ', 'JZ', '輸', '50', '隻', '兵', '是', '怎麼', '辦到', '的']"
: JC甚至還沒參加過任何一場團戰,"[':', ' ', 'JC', '甚至', '還沒', '參加過', '任何', '一場', '團戰']"
: msi這次不是歐印黑人不然就滷汁lulu的,"[':', ' ', 'msi', '這次', '不是', '歐印', '黑人', '不然', '就', '滷', '汁', 'lulu', '的']"
: 卡桑蒂之後沒意外應該就是會被砍啦 比賽狂出的,"[':', ' ', '卡桑', '蒂', '之', '後', '沒', '意外', '應該', '就是', '會', '被', '砍', '啦', ' ', '比賽', '狂出', '的']"
: 13分鐘 然後兩邊總經濟差3大裝,"[':', ' ', '13', '分鐘', ' ', '然後兩邊', '總經濟', '差', '3', '大裝']"
: 13分鐘對位輸3400 瓜張,"[':', ' ', '13', '分鐘', '對', '位輸', '3400', ' ', '瓜張']"
: 10分鐘之後如果GG還沒倒應該有機會逆轉,"[':', ' ', '10', '分鐘', '之', '後', '如果', 'GG', '還沒倒', '應該', '有', '機會', '逆轉']"
: 14分鐘差9000笑死,"[':', ' ', '14', '分鐘', '差', '9000', '笑', '死']"
: 笑死,"[':', ' ', '笑', '死']"
: 笑中帶淚,"[':', ' ', '笑', '中', '帶淚']"
: 笑著笑著就哭了,"[':', ' ', '笑', '著', '笑', '著', '就', '哭', '了']"
: GG教練是看場上的爛到笑吧,"[':', ' ', 'GG', '教練', '是', '看場', '上', '的', '爛到', '笑', '吧']"
: 笑著救了,"[':', ' ', '笑', '著救', '了']"
: 好想知道怎樣的爛隊會打輸GG 嘻嘻,"[':', ' ', '好', '想', '知道', '怎樣', '的', '爛隊', '會', '打輸', 'GG', ' ', '嘻嘻']"
: GG現在也是慢性自殺而已 這個經濟差沒救,"[':', ' ', 'GG', '現在', '也', '是', '慢性', '自殺', '而已', ' ', '這個', '經濟差', '沒救']"
: 第二場好好打的話 這把爛到笑還能聽戰歌,"[':', ' ', '第二', '場', '好好', '打', '的', '話', ' ', '這把爛', '到', '笑', '還能', '聽', '戰歌']"
: PSG被這隊3:0,"[':', ' ', 'PSG', '被', '這隊', '3', ':', '0']"
: 這陣容GG選的沒問題啊 是對線能力有問題吧,"[':', ' ', '這陣容', 'GG', '選', '的', '沒', '問題', '啊', ' ', '是', '對線', '能力', '有', '問題', '吧']"
: GG輸了 莉可莉絲沒輸 哭啊,"[':', ' ', 'GG', '輸', '了', ' ', '莉', '可莉絲', '沒輸', ' ', '哭', '啊']"
: 安全了 過16:47了,"[':', ' ', '安全', '了', ' ', '過', '16', ':', '47', '了']"
: 卡桑帝想去哪就去哪,"[':', ' ', '卡桑', '帝想', '去', '哪', '就', '去', '哪']"
: 貿凱大五支 瑞空大五支 牙塑大五支 有可能嗎,"[':', ' ', '貿凱', '大', '五支', ' ', '瑞空大', '五支', ' ', '牙塑大', '五支', ' ', '有', '可能', '嗎']"
: 還有機會畢竟終究要打物件的,"[':', ' ', '還有', '機會', '畢竟', '終究要', '打', '物件', '的']"
: 打到25分鐘GG可能才有機會,"[':', ' ', '打到', '25', '分鐘', 'GG', '可能', '才', '有', '機會']"
: 拜託GG加油啊,"[':', ' ', '拜', '託', 'GG', '加油', '啊']"
: 法洛士破甲箭超痛,"[':', ' ', '法洛士', '破甲箭', '超痛']"
: 幹法洛士超痛,"[':', ' ', '幹法洛士', '超痛']"
: 25分不夠,"[':', ' ', '25', '分不夠']"
: AD 沒閃了 可以逼一波大的 C9要打得很小心,"[':', ' ', 'AD', ' ', '沒閃', '了', ' ', '可以', '逼', '一波', '大', '的', ' ', 'C9', '要', '打', '得', '很', '小心']"
: 不就還好這場不是火龍,"[':', ' ', '不', '就', '還好', '這場', '不是', '火龍']"
: 這兩隊爭著要上去給GENG虐,"[':', ' ', '這兩隊', '爭著要', '上去', '給', 'GENG', '虐']"
: 為了殺一隻要全招All in 然後龍還被聽牌,"[':', ' ', '為', '了', '殺', '一', '隻', '要', '全招', 'All', ' ', 'in', ' ', '然後龍還', '被', '聽牌']"
: 杜雷斯 ON,"[':', ' ', '杜雷斯', ' ', 'ON']"
: 宅必了,"[':', ' ', '宅必', '了']"
: 感覺會翻 傑西剛剛給機會,"[':', ' ', '感覺', '會', '翻', ' ', '傑西剛', '剛給', '機會']"
: 宅弊了XD 一直玩Fate梗,"[':', ' ', '宅弊', '了', 'XD', ' ', '一直', '玩', 'Fate', '梗']"
: 拿賞金 ok啦,"[':', ' ', '拿賞', '金', ' ', 'ok', '啦']"
: 逼出法洛的閃  還不錯吧  下波才比較有機會,"[':', ' ', '逼出', '法洛', '的', '閃', ' ', ' ', '還不錯', '吧', ' ', ' ', '下波', '才', '比', '較', '有', '機會']"
: 這能翻 我去總統府前面跳Flowers啦,"[':', ' ', '這能', '翻', ' ', '我', '去', '總統府', '前面', '跳', 'Flowers', '啦']"
: 差太多 除非C9耍智障拖到30分,"[':', ' ', '差太多', ' ', '除非', 'C9', '耍', '智障', '拖到', '30', '分']"
: 油到爆www,"[':', ' ', '油到', '爆', 'www']"
: 巴龍很容易翻的,"[':', ' ', '巴龍', '很', '容易', '翻', '的']"
: 就慢慢拖沒關係,"[':', ' ', '就', '慢慢', '拖', '沒關', '係']"
: 拖越久C9不好說,"[':', ' ', '拖越', '久', 'C9', '不好', '說']"
: 不敢快逼塔有狼味哦,"[':', ' ', '不敢', '快', '逼', '塔', '有', '狼味', '哦']"
: 我覺會被翻欸,"[':', ' ', '我', '覺會', '被', '翻', '欸']"
: Poke陣拿到10K優勢+聽牌龍欸 換我上去玩都贏,"[':', ' ', 'Poke', '陣', '拿到', '10K', '優勢', '+', '聽牌', '龍', '欸', ' ', '換我', '上去', '玩都贏']"
: 推不到二塔 你在想一下欸,"[':', ' ', '推', '不到', '二塔', ' ', '你', '在', '想', '一下', '欸']"
: 就看這隻小龍了,"[':', ' ', '就', '看', '這', '隻', '小龍', '了']"
: LICO決定自己開戳,"[':', ' ', 'LICO', '決定', '自己', '開', '戳']"
: 巴龍不能掉欸= =,"[':', ' ', '巴龍', '不能', '掉', '欸', '=', ' ', '=']"
: 別再開黑甲了==,"[':', ' ', '別', '再', '開', '黑甲', '了', '=', '=']"
: 癢 應該沒救了,"[':', ' ', '癢', ' ', '應該', '沒救', '了']"
: 風牆康特,"[':', ' ', '風牆', '康特']"
: 大腿倒了,"[':', ' ', '大腿', '倒', '了']"
: 這黑人怎麼那麼噁心啊,"[':', ' ', '這', '黑人', '怎麼', '那麼', '噁', '心', '啊']"
: XDDD,"[':', ' ', 'XDDD']"
: 777777777777777,"[':', ' ', '777777777777777']"
: 777,"[':', ' ', '777']"
: 好醜>...,"[':', ' ', '好醜', '>', '...']"
: river!!!,"[':', ' ', 'river', '!', '!', '!']"
: 強行續命,"[':', ' ', '強行續', '命']"
: 這能搶到喔 XDDD,"[':', ' ', '這能', '搶', '到', '喔', ' ', 'XDDD']"
: 要翻嘍！,"[':', ' ', '要', '翻', '嘍', '！']"
: 太神啦 阿河,"[':', ' ', '太神', '啦', ' ', '阿河']"
: 別再上他了,"[':', ' ', '別', '再', '上', '他', '了']"
: 咬住了,"[':', ' ', '咬住', '了']"
: 666666666666666666666666,"[':', ' ', '666666666666666666666666']"
: 河河!!!!!!!!!!!!!!!!!再一次,"[':', ' ', '河河', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '再', '一次']"
: 笑死,"[':', ' ', '笑', '死']"
: 有喔有喔 有機會囉,"[':', ' ', '有', '喔', '有', '喔', ' ', '有', '機會', '囉']"
: #PSG不要的!!!!,"[':', ' ', '#', 'PSG', '不要', '的', '!', '!', '!', '!']"
: 強行續命,"[':', ' ', '強行續', '命']"
: 多玩幾分鐘了!!,"[':', ' ', '多', '玩', '幾分鐘', '了', '!', '!']"
: Ok差不多了,"[':', ' ', 'Ok', '差不多', '了']"
: 再拖一下,"[':', ' ', '再', '拖', '一下']"
: 河河,"[':', ' ', '河河']"
: 爽,"[':', ' ', '爽']"
: 要拖到30分了欸,"[':', ' ', '要', '拖', '到', '30', '分', '了', '欸']"
: POKE陣不好推巴龍小兵欸,"[':', ' ', 'POKE', '陣', '不好', '推巴龍', '小兵', '欸']"
: 太神啦,"[':', ' ', '太神', '啦']"
: 巴龍續命,"[':', ' ', '巴龍續', '命']"
: 太晚把JG推走了吧,"[':', ' ', '太晚', '把', 'JG', '推走', '了', '吧']"
: 幹,"[':', ' ', '幹']"
: 完啦 被搶了,"[':', ' ', '完', '啦', ' ', '被', '搶', '了']"
: 搶到了==,"[':', ' ', '搶到', '了', '=', '=']"
: NA KEKW,"[':', ' ', 'NA', ' ', 'KEKW']"
: 卡桑地在搞==,"[':', ' ', '卡桑', '地', '在', '搞', '=', '=']"
: 真的搶到了,"[':', ' ', '真的', '搶到', '了']"
: 阿河終於當了一次英雄！！,"[':', ' ', '阿河', '終於當', '了', '一次', '英雄', '！', '！']"
: 幹 味道變辣,"[':', ' ', '幹', ' ', '味道', '變辣']"
: 欸不是欸  nid被搶龍有夠誇張,"[':', ' ', '欸', '不是', '欸', ' ', ' ', 'nid', '被', '搶龍', '有夠', '誇張']"
: …,"[':', ' ', '…']"
: 有味道了 又可以拖幾分鐘 只要別再出事,"[':', ' ', '有', '味道', '了', ' ', '又', '可以', '拖', '幾分鐘', ' ', '只要', '別', '再', '出事']"
: 大楷心涼了一下,"[':', ' ', '大楷', '心涼', '了', '一下']"
: 宅斃了,"[':', ' ', '宅斃', '了']"
: 美洲蛇蛇,"[':', ' ', '美洲', '蛇', '蛇']"
: 欸不是 怎麼還沒結束,"[':', ' ', '欸', '不是', ' ', '怎麼', '還沒', '結束']"
: 大楷還在輸出,"[':', ' ', '大楷', '還在', '輸出']"
: 跑贏美洲豹,"[':', ' ', '跑贏', '美洲豹']"
: 在拖c9很危險,"[':', ' ', '在', '拖', 'c9', '很', '危險']"
: 人類的奇蹟xdd,"[':', ' ', '人類', '的', '奇', '蹟', 'xdd']"
: 笑死,"[':', ' ', '笑', '死']"
: 為啥一直抓黑甲,"[':', ' ', '為', '啥', '一直', '抓', '黑甲']"
: 靠杯 笑死,"[':', ' ', '靠杯', ' ', '笑', '死']"
: poke陣容錯率很低的 不太能出差錯,"[':', ' ', 'poke', '陣容', '錯率', '很', '低', '的', ' ', '不太能', '出差', '錯']"
: 再拖久一點C9就越來越難打了,"[':', ' ', '再', '拖久', '一點', 'C9', '就', '越來', '越', '難', '打', '了']"
: 笑死,"[':', ' ', '笑', '死']"
: 笑死.大楷瘋了,"[':', ' ', '笑', '死', '.', '大楷', '瘋', '了']"
: 鳥人幫的驕傲,"[':', ' ', '鳥人', '幫', '的', '驕傲']"
: 鳥人的奇蹟,"[':', ' ', '鳥人', '的', '奇', '蹟']"
: 輔助分推www,"[':', ' ', '輔助分', '推', 'www']"
: 笑死,"[':', ' ', '笑', '死']"
: 蛇蛇喔 輔助紛推,"[':', ' ', '蛇', '蛇', '喔', ' ', '輔助紛', '推']"
: 他是個鳥 XD,"[':', ' ', '他', '是', '個', '鳥', ' ', 'XD']"
: 部分已經語無倫次了,"[':', ' ', '部分', '已經語', '無倫次', '了']"
: 想法很好 但被抓到,"[':', ' ', '想法', '很', '好', ' ', '但', '被', '抓', '到']"
: 鳥人是用飛的,"[':', ' ', '鳥人', '是', '用', '飛', '的']"
: 大鬼全場最有料,"[':', ' ', '大鬼', '全場', '最', '有料']"
: 笑死 奇蹟啥小,"[':', ' ', '笑', '死', ' ', '奇', '蹟', '啥', '小']"
: 可是瑞空市鳥人 不是人類耶,"[':', ' ', '可是', '瑞空市', '鳥', '人', ' ', '不是', '人類', '耶']"
: 笑死XDDD,"[':', ' ', '笑', '死', 'XDDD']"
: 本來重擊就是5050,"[':', ' ', '本來', '重擊', '就是', '5050']"
: 發瘋了大楷,"[':', ' ', '發瘋', '了', '大楷']"
: 這兩場bo5調好幾個巴隆小偷drop xd,"[':', ' ', '這兩場', 'bo5', '調好', '幾個', '巴隆', '小偷', 'drop', ' ', 'xd']"
: 鳥人紛推,"[':', ' ', '鳥人紛', '推']"
: 笑翻,"[':', ' ', '笑', '翻']"
: 鳥人的勝利,"[':', ' ', '鳥人', '的', '勝利']"
: Nid+黑人這組合 被搶八龍 我吐了,"[':', ' ', 'Nid', '+', '黑人', '這組合', ' ', '被', '搶八龍', ' ', '我', '吐', '了']"
: 人類的奇蹟！！,"[':', ' ', '人類', '的', '奇', '蹟', '！', '！']"
: 真的超好笑XDDDDDDDDDDDDDDDD,"[':', ' ', '真的', '超', '好笑', 'XDDDDDDDDDDDDDDDD']"
: 人類的奇蹟XDDDD 大楷太有料了吧,"[':', ' ', '人類', '的', '奇', '蹟', 'XDDDD', ' ', '大楷', '太有料', '了', '吧']"
: 我看大楷可能要加班拉,"[':', ' ', '我', '看', '大楷', '可能', '要', '加班', '拉']"
: 大愷瘋了,"[':', ' ', '大愷', '瘋', '了']"
: 鳥本來就比較快吧?XD,"[':', ' ', '鳥本來', '就', '比', '較', '快', '吧', '?', 'XD']"
: 大楷發瘋,"[':', ' ', '大楷', '發瘋']"
: 大楷瘋了XDD,"[':', ' ', '大楷', '瘋', '了', 'XDD']"
: 笑死c9那陣跟電狼以前也很像,"[':', ' ', '笑', '死', 'c9', '那陣', '跟', '電狼', '以前', '也', '很', '像']"
: 至少64吧 有等級有傷害裝有斬殺,"[':', ' ', '至少', '64', '吧', ' ', '有', '等', '級', '有', '傷害', '裝有', '斬', '殺']"
: 拖掉巴龍  給你龍魂根本沒插,"[':', ' ', '拖掉', '巴龍', ' ', ' ', '給你龍魂', '根本', '沒', '插']"
: 大楷是鬼,"[':', ' ', '大楷', '是', '鬼']"
: 部分心裡苦 語無倫次,"[':', ' ', '部分', '心裡苦', ' ', '語無倫次']"
: 感覺會翻,"[':', ' ', '感覺', '會', '翻']"
: AD等級反超了 KEKW,"[':', ' ', 'AD', '等級', '反超', '了', ' ', 'KEKW']"
: 這等前排坦裝出來POKE不動就越來越難打,"[':', ' ', '這等', '前排', '坦裝', '出來', 'POKE', '不動', '就', '越來', '越', '難', '打']"
: 人類的奇蹟XD,"[':', ' ', '人類', '的', '奇', '蹟', 'XD']"
: GG果斷強開C9很難接了,"[':', ' ', 'GG', '果斷', '強開', 'C9', '很', '難接', '了']"
: 這龍魂配卡桑蒂超強 C9還是穩,"[':', ' ', '這龍魂配', '卡桑', '蒂', '超強', ' ', 'C9', '還是', '穩']"
: 在五分鐘 能接團了,"[':', ' ', '在', '五分', '鐘', ' ', '能', '接團', '了']"
: 莉可莉絲28分鐘終於有神話裝了,"[':', ' ', '莉', '可莉絲', '28', '分鐘終', '於', '有神', '話裝', '了']"
: 不要再抓卡桑蒂了,"[':', ' ', '不要', '再', '抓', '卡桑', '蒂', '了']"
: GG終於拿下首塔 2750,"[':', ' ', 'GG', '終於', '拿下', '首塔', ' ', '2750']"
: 智障c9 不會玩就不要玩,"[':', ' ', '智障', 'c9', ' ', '不會', '玩', '就', '不要', '玩']"
: poke陣脫這麼久感覺開始危險了==,"[':', ' ', 'poke', '陣脫', '這麼', '久', '感覺', '開始', '危險', '了', '=', '=']"
: 推王,"[':', ' ', '推王']"
: 我說真的 要不是打GG還真有可能翻 還好GG夠爛鐵,"[':', ' ', '我', '說', '真的', ' ', '要不是', '打', 'GG', '還真', '有', '可能', '翻', ' ', '還好', 'GG', '夠爛', '鐵']"
: 完了,"[':', ' ', '完', '了']"
: 戰歌局XD,"[':', ' ', '戰歌局', 'XD']"
: 賺爛,"[':', ' ', '賺爛']"
: C9是覺得贏定了是不是 再瞎搞會出示喔,"[':', ' ', 'C9', '是', '覺得', '贏定', '了', '是不是', ' ', '再', '瞎搞', '會', '出示', '喔']"
: 準備加班囉,"[':', ' ', '準備', '加班', '囉']"
: 要翻囉,"[':', ' ', '要', '翻', '囉']"
: 節奏開始亂囉  而且一堆塔的賞金,"[':', ' ', '節奏', '開始', '亂', '囉', ' ', ' ', '而且', '一堆', '塔', '的', '賞金']"
: ??????????????,"[':', ' ', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']"
: GORI ?,"[':', ' ', 'GORI', ' ', '?']"
: 黑甲真噁,"[':', ' ', '黑甲真', '噁']"
: 這帶走xd,"[':', ' ', '這帶', '走', 'xd']"
: 這中路是智障？？,"[':', ' ', '這', '中路', '是', '智障', '？', '？']"
: gori?????????????????????????,"[':', ' ', 'gori', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']"
: 白癡角色欸,"[':', ' ', '白', '癡', '角色', '欸']"
: 笑死,"[':', ' ', '笑', '死']"
: Gori你就繼續搞,"[':', ' ', 'Gori', '你', '就', '繼續', '搞']"
: TP千里送頭,"[':', ' ', 'TP', '千里', '送頭']"
: 真的白痴角Y,"[':', ' ', '真的', '白痴', '角', 'Y']"
: 一有優勢就開始送,"[':', ' ', '一有', '優勢', '就', '開始', '送']"
: 智障角= =,"[':', ' ', '智障', '角', '=', ' ', '=']"
: PSG Gori,"[':', ' ', 'PSG', ' ', 'Gori']"
: gori耍憨喔,"[':', ' ', 'gori', '耍', '憨', '喔']"
: 直接帶去單挑 笑死,"[':', ' ', '直接', '帶去', '單', '挑', ' ', '笑', '死']"
: 幹你娘還好沒巴龍欸,"[':', ' ', '幹', '你', '娘', '還好', '沒巴龍', '欸']"
: 好不容易換顆頭然後送了,"[':', ' ', '好不容易', '換顆', '頭然後送', '了']"
: GG真的很爛耶,"[':', ' ', 'GG', '真的', '很爛', '耶']"
: 好燥Xd,"[':', ' ', '好燥', 'Xd']"
: Gori想下班,"[':', ' ', 'Gori', '想', '下班']"
: 直接帶走 RIOT,"[':', ' ', '直接', '帶', '走', ' ', 'RIOT']"
: 外帶www,"[':', ' ', '外帶', 'www']"
: 兩邊都好醜,"[':', ' ', '兩邊', '都', '好醜']"
: 30 分了坦克扛的住了,"[':', ' ', '30', ' ', '分', '了', '坦克', '扛', '的', '住', '了']"
: gori==,"[':', ' ', 'gori', '=', '=']"
: 這個有點沒辦法,"[':', ' ', '這個', '有點', '沒', '辦法']"
: Gori有種去年PSG季後賽的感覺…………,"[':', ' ', 'Gori', '有種', '去年', 'PSG', '季後賽', '的', '感覺', '…', '…', '…', '…']"
: 還好有你 四季有你 Gori,"[':', ' ', '還好', '有', '你', ' ', '四季', '有', '你', ' ', 'Gori']"
: 這不能怪gori 這是200years的機體,"[':', ' ', '這', '不能', '怪', 'gori', ' ', '這是', '200years', '的', '機體']"
: 笑死,"[':', ' ', '笑', '死']"
: 忘記會帶人走了嗎==,"[':', ' ', '忘', '記會', '帶', '人', '走', '了', '嗎', '=', '=']"
: 卡桑帝哪來的幹角,"[':', ' ', '卡桑', '帝', '哪來', '的', '幹角']"
: 這白癡角色讓之前的札克跟低能一樣,"[':', ' ', '這白', '癡', '角色', '讓', '之前', '的', '札', '克', '跟', '低能', '一樣']"
: 直接被打包,"[':', ' ', '直接', '被', '打包']"
: 白癡角色,"[':', ' ', '白', '癡', '角色']"
: 阿河有補起來  坦的住了,"[':', ' ', '阿河', '有', '補起', '來', ' ', ' ', '坦', '的', '住', '了']"
: Swj 設計的角色,"[':', ' ', 'Swj', ' ', '設計', '的', '角色']"
: JZ有三件了  但AD是stixxay,"[':', ' ', 'JZ', '有', '三件', '了', ' ', ' ', '但', 'AD', '是', 'stixxay']"
: 黑甲真的白痴角色,"[':', ' ', '黑甲', '真的', '白痴', '角色']"
: 沒差啦 GG整隊沒人能處理黑人,"[':', ' ', '沒差', '啦', ' ', 'GG', '整隊', '沒人能', '處理', '黑人']"
: 笑死,"[':', ' ', '笑', '死']"
: 基本GG前排能吃傷害了C9被強開基本下去了,"[':', ' ', '基本', 'GG', '前排', '能', '吃', '傷害', '了', 'C9', '被', '強開', '基本', '下去', '了']"
: c9拖到團戰時期了,"[':', ' ', 'c9', '拖到', '團戰', '時期', '了']"
: 三大裝+科技龍魂 打半小時都不會死,"[':', ' ', '三大裝', '+', '科技', '龍魂', ' ', '打半小時', '都', '不會', '死']"
: 不要開黑人會贏,"[':', ' ', '不要', '開', '黑人', '會贏']"
: 這個poke陣怎麼跟我認識的不一樣,"[':', ' ', '這個', 'poke', '陣', '怎麼', '跟', '我', '認識', '的', '不', '一樣']"
: 77777777777777777,"[':', ' ', '77777777777777777']"
: 建設幫 777777777777777777,"[':', ' ', '建設', '幫', ' ', '777777777777777777']"
: x77777777777777777,"[':', ' ', 'x77777777777777777']"
: 等等Gori跟Stixxay會開送,"[':', ' ', '等等', 'Gori', '跟', 'Stixxay', '會開', '送']"
: 逆轉了...,"[':', ' ', '逆轉', '了', '...']"
: 夢幻團戰 77777777777777777777777777,"[':', ' ', '夢幻', '團戰', ' ', '77777777777777777777777777']"
: HUHI真的好強,"[':', ' ', 'HUHI', '真的', '好強']"
: 7777777777777抬兩個 開得好,"[':', ' ', '7777777777777', '抬', '兩個', ' ', '開得', '好']"
